skill_id,skill_title,skill_type,skill_description_final
ebbcb60abb164d0645e4a77237fbb530fe1f40b011cacd269d3dfae873801bee,Ecology in Landscapes,SFw TSC,"Ecology in Landscapes: The ability to apply ecological principles to the design, implementation and management of landscapes, taking into account the environmental impacts of decisions."
3caa090c77b23197cad542007309b47233537986de17c2a4643ea86066f537c0,Resource Access Control Facility (RACF),Apps and Tools,"RACF is a security tool that helps organizations manage access to their resources. It provides a secure environment for users to access data and applications, while also protecting the organization from unauthorized access. RACF helps organizations maintain compliance with security regulations."
3cab3406e6cf9c51c22afae99e6aaa1a54da9cabad3db8ed621950b525e9d541,Google Forms,Apps and Tools,"Google Forms is an easy-to-use online survey and quiz creation tool. It allows users to quickly create forms, collect responses, and analyze results in real-time. With Google Forms, you can easily create surveys, quizzes, polls, and more."
0c41f74206fc08bd42c9ee323e471eaf4b312ad577db10b04c3b725a3af558e4,Excellence in Service,SFw TSC,Excellence in Service: Develop and maintain strong customer/patient relationships through service excellence. Provide service according to guidelines and go the extra mile to ensure a positive experience. Escalate feedback and challenges to strengthen relationships and create differentiated experiences. Leverage opportunities to continuously improve customer/patient satisfaction.
3ccbd9105a45d8fcd4a0101c6532c599f6f59cfa4d4ce378792f547a869a4bea,Salesforce,Apps and Tools,"Salesforce is a cloud-based customer relationship management (CRM) platform that helps businesses manage customer data, automate sales processes, and increase customer engagement. It provides tools for sales, service, marketing, analytics, and more."
81940fb5ffe8642de65ca20f3c55f2b8d6f4fd509d99bd3553dba5b172f29ef6,"Landscape Tools, Equipment and Machinery Management",SFw TSC,"Landscape Tools, Equipment and Machinery Management: Skill in the selection, operation, maintenance and management of tools, equipment and machinery for landscape operations. Supervise the safe and effective use of these tools, equipment and machinery, and operate them as part of landscape operations."
3ce18eb502a1e799d43eeb40ebd1bc97ef71ae476a6af6349885640f8dd93ab1,Meteor.js,Apps and Tools,Meteor.js is a full-stack JavaScript platform for developing modern web and mobile applications. It simplifies the development process and helps developers quickly build apps with real-time features.
4a7c4db4ac3d49a584674ec5753f29371e6639466f6568030be49a5df5e65c72,Instrumentation and Control Design Engineering Management,SFw TSC,"Instrumentation and Control Design Engineering Management: Provide engineering support to teams by managing technical design, selection, specification, modification and troubleshooting of instrumentation and control systems. Interpret designs, evaluate standards, and enable development and implementation of designs to ensure high quality engineering support."
4704b7987a6d61fb3fbf3cbb7bb6b96aef26e4f2887dced42592779aab5f9ebd,Customer Relationship Management Operations,SFw TSC,"Customer Relationship Management Operations: Develop and maintain strong customer relationships through effective communication, data analysis and management, and a person-centred approach. Utilize diplomatic questioning and discretion to obtain customer information and use appropriate communication methods to meet customer needs."
0430e697cf29a164dd95c62fffa4cacb08babdfa11a04e6d05c750abb0d45c91,Benchmarking,SFw TSC,Benchmarking: Analyzing and interpreting data to compare performance and identify trends and strategies in order to assess and improve business performance.
c810b6a5d7247adf3e8f02dc01c97196f7ab368d7931080c6300c80fe11e2de9,Clinical Records Documentation and Management in Rehabilitation Therapy,SFw TSC,"Clinical Records Documentation and Management in Rehabilitation Therapy: Skill in managing client information to support clinical services, including overseeing and evaluating processes, providing guidance to junior therapists, and documenting information in compliance with legal, ethical and professional policies and procedures."
50e684aa64367b66d5c3de0ebb62e36b19ff6347d93a96ce2b984c6ba831149d,Western Dry-Heat Dish Preparation and Cooking,SFw TSC,Western Dry-Heat Dish Preparation and Cooking: Prepare and present a variety of Western dry-heat dishes using different flavouring techniques and equipment. Utilize a combination of dry-heat cooking techniques to create complex dishes with fine-plated presentations.
061cde349cdc130c4da9e08544cb84548207531d119eab513739930e5661c719,Food and Beverage Equipment Maintenance,SFw TSC,"Food and Beverage Equipment Maintenance: Skill in maintaining and troubleshooting tools and equipment, proposing strategies for performance improvement, and formulating strategies based on performance metrics."
3d49d6b77442f611309e7a8ebca057564333db609b9540fe941efad5dc439d36,Vi Editor,Apps and Tools,"vi editor is a powerful text editor for Linux and Unix-like systems. It is a modal editor, meaning that it has different modes for editing, navigating, and manipulating text. It is highly customizable and can be used for writing code, editing configuration files, and more."
b8798e1b1333857fff30f621c51b163211067843778613d892418dcfd0425b1e,Cost Management,SFw TSC,"Cost Management: Skill in cost analysis and management, including the application of costing methods to identify and reduce expenses and improve cost efficiency."
33f9f3f87946bc4613888cefc8ec382666d66c5436ef69c44aef0146fe261404,Riser and Service Pipe Inspection,SFw TSC,"Riser and Service Pipe Inspection: Conduct inspections and coordinate inspection programmes for equipment, prepare reports, and provide feedback on the equipment status. Oversee inspection programmes and review reports to ensure accuracy."
3dab594c0dc5241bb3ed411abafb7296087448484bc6011f4b536aa771cbcbd5,Jaspersoft Business Intelligence Suite,Apps and Tools,"Jaspersoft Business Intelligence Suite is a powerful, comprehensive suite of tools for data analysis, reporting, and visualization. It enables users to quickly and easily access, analyze, and share data from multiple sources. It provides an intuitive, user-friendly interface for creating interactive dashboards and reports."
e4c2f3ac52698dccb2bdbd2b22ee692025680659a0c0fc5878d81eb2487f9b7f,Emergency Care Management in Nursing,SFw TSC,"Emergency Care Management in Nursing: Provide emergency medical care, including recognition of critical signs, activation of emergency services, basic and advanced life support procedures, and cardiopulmonary resuscitation. Supervise staff competencies in life support procedures."
3db172ecf5fd1a4c649c44a49a5314ba61cb7e25cadfc79ef90f7311caf0b759,Unity 3D,Apps and Tools,"Unity 3D is a powerful game engine used to create immersive 3D experiences for games, virtual reality, and augmented reality. It offers a comprehensive suite of tools for creating stunning visuals, audio, and interactive experiences."
3db1f560db626918c55619d64ee4f32a0cdafd42eb319b641581edf619a2d36f,Canva,Apps and Tools,"Canva is an easy-to-use graphic design tool that helps you create stunning visuals for social media, presentations, and more. With a library of templates, fonts, and images, you can create beautiful designs in minutes."
ce6264aeb16991ef649cc2a0349b2969143aa7c7895457584c271c6af034d46f,Workplace Safety and Health for Electrical Safety,SFw TSC,"Workplace Safety and Health for Electrical Safety: Skill in managing safety to minimise risks and hazards when performing electrical-related maintenance activities, in accordance with Workplace Safety and Health (WSH) policies and procedures."
dc03bebdc00afee35556ca9c95bd8e6abbfe7ad2bc11e027887be976a49b3a15,Personal Survival Techniques,SFw TSC,"Personal Survival Techniques: Ability to remain calm and take decisive action in emergency situations, including the ability to survive in hostile environments with limited resources."
4f9f9746aa61bac5146f306010cab5bbf893dea999f29a581c8158a1025f5fb1,Scenario and Strategic Planning,SFw TSC,Scenario and Strategic Planning: Developing and executing future-oriented strategies based on market analysis and scenario planning. Utilizing analytical models to evaluate potential outcomes and their impact on the business. Driving the implementation of go-to-market strategies based on the results.
5f14238391963ea8862c790bae120edc1dd4e0ba4a11da18e53942fa07244707,Natural Capital Management ,SFw TSC,"Natural Capital Management : Conduct market research and analyse natural capital developments to shape strategies and policies, and support decision making and organisational dealings. Understand and explain key issues relating to natural capital financing and risk management."
3e415e63c1d53fa2aef8cdddca81adcb40ef4d2f73c2456523c057ce49675949,Distributed Generation System Performance Monitoring Management,SFw TSC,Distributed Generation System Performance Monitoring Management: Monitor and evaluate performance of distributed generation plants and equipment to improve operational efficiency. Analyze performance reports to identify areas of improvement and assess effectiveness of implemented changes.
2f6cf419bb39e7a191b755f3ab53f922c195b52495dcaf80a700f3b22c699da5,Workplace Safety and Health Policy Development,SFw TSC,"Workplace Safety and Health Policy Development: Developing and implementing organisational policies to ensure compliance with relevant regulations and staying up to date with changes in regulations and practices. This includes formulating strategies, developing policies, and providing support for policy development."
64967628ab2c364297fe7ae18f44c8cd635d810205fa5806aa6711d75846cb94,Fire Protection System Maintenance,SFw TSC,"Fire Protection System Maintenance: Perform preventive and corrective maintenance on complex systems, diagnose and troubleshoot faults, and review maintenance plans to prevent recurrence. Carry out scheduled maintenance work and recommend rectification methods."
6033942076d66a199cd0376d9e48c4d704f7892786261fcf35de0fa3da0f0ab4,Product and Pricing Strategy Development,SFw TSC,"Product and Pricing Strategy Development: Develop new products and pricing strategies to increase revenue, analyse feedback for trends, collaborate with sales departments, and drive product development and pricing activities throughout the life cycle process."
031a0a3ef612196b8f8aaa084221972cc906945b738159f24e473903ea7f064b,Workplace Traffic Safety Management,SFw TSC,Workplace Traffic Safety Management: Developing and implementing traffic management plans to minimise risks and hazards in a workplace environment. Monitoring compliance and formulating corrective action plans to ensure safety. Interpreting safety guidelines to identify risks and hazards.
3f31abef13f21b0f9321efe3c2532d6f83f745a81ca5deef5caabaac0f72c2fb,Apache Pig,Apps and Tools,"Apache Pig is a platform for analyzing large data sets that consists of a high-level language for expressing data analysis programs, coupled with infrastructure for evaluating these programs. It provides a simple and powerful programming model for data analysis, allowing users to easily express complex data analysis programs."
918d7dfd31ae9bbd99026a9d9fc567f588075843e14239580af9bcb7adc9cbb6,Operational Planning,SFw TSC,"Operational Planning: Develop and execute operational plans to achieve organisational goals, monitor progress and recommend corrective measures. Facilitate implementation of plans, attain stakeholder buy-in and ensure necessary resources are available. Assess job scope, roles and responsibilities, execute activities according to standards and report progress updates."
3f84cbb6abc76f8ce261508c948027f7acac0016ea5c6c29a9016b06533955ad,Murex,Apps and Tools,"Murex is an innovative app tool that helps businesses streamline their operations and automate their processes. It provides a comprehensive suite of solutions to help businesses manage their financial and operational risk, optimize their trading strategies, and increase their efficiency."
401580ada641e002d99f693afef94f28dbfd414739868a32bd7274238f1dc4b0,Wordpress Plugin,Apps and Tools,"WordPress Plugin is a tool that allows users to easily install and manage plugins for their WordPress website. It provides a simple interface to search, install, and manage plugins, as well as customize settings and access support resources."
f287697f35edd63d85ad14f76ff3e5bd3d51a5c3ddc0b813d602f59d9938adff,Electrical Testing,SFw TSC,"Electrical Testing: Conduct electrical tests to ensure compliance with standards and requirements, and develop testing procedures and schedules. Perform tests on cables, motors, generators, and other equipment, and lead follow-up actions based on results."
404b45c8ba44f943463244023889153e64eaffd1927c516e782049195eb2e9f7,SpaceClaim,Apps and Tools,"SpaceClaim is a 3D modeling software that enables users to quickly and easily create, edit, and repair 3D models. It is designed to be intuitive and user-friendly, allowing users to quickly create complex 3D models with minimal effort."
0862a47b0ac1ad09e16110df7441cd14277451d00bba417ef98a414f3b9bab31,Structural Testing,SFw TSC,"Structural Testing: Conduct structural testing to ensure reliability and integrity of components, following test plans and procedures. Prepare inspection areas and execute non-destructive tests. Analyse results and determine defects and necessary follow-up actions."
407a8f4ce8ede25d9de64b54e2fe81260d829bdc6c372b92615c3d5516b58b4e,VB.NET,Apps and Tools,"VB.NET is a powerful, modern programming language designed to create robust applications for Windows, the web, and mobile devices. It is an object-oriented language that supports structured programming, component-oriented development, and strong typing. It is easy to learn and use, and provides a wide range of features to help developers create high-quality applications quickly and efficiently."
408c837fe57d9683e9fbcb1c9c075579f5b71db0ee0f258b7774ac8da5c7314f,Adobe InDesign,Apps and Tools,"Adobe InDesign is a powerful desktop publishing software that helps you create professional-looking documents, brochures, magazines, and more. It offers a wide range of features to help you create stunning layouts quickly and easily."
40b39457b402aa675e9d211ce59a64ee6d03152062b15cd9d3f38aec8257fa2b,Proliant,Apps and Tools,"Proliant is a powerful server management tool that helps IT administrators manage their server infrastructure. It provides a comprehensive set of features to monitor, manage, and optimize server performance. It also offers automated patching and configuration management, as well as advanced analytics and reporting."
91b8ef401a1e2a7e6baa832c1f1ada4f6577c8def3221cb7156fc41da32f4329,Specialty Cuisine Preparation and Cooking,SFw TSC,"Specialty Cuisine Preparation and Cooking: Prepare and present a variety of cuisine dishes using different flavouring techniques and equipment. Utilize a combination of cooking techniques to create complex dishes with fine-plated presentations, as well as standard dishes with menu-based presentations."
1755f77ce9d75eaa3a262644808566875a413a54c075750958726ce2ba81fbc8,Delivery Optimisation,SFw TSC,"Delivery Optimisation: Develop and implement innovative solutions to optimise delivery routes and logistics processes, using sophisticated technology applications. Execute plans to adopt flexible delivery optimisation models and create differentiated customer experiences. Formulate strategies to guide development and deployment of delivery optimisation solutions to ensure timely deliveries."
dc66474ca48674ad5f2ce74da93abf8455a2c6963fbdee1fda280087abe667cc,Organisational Alignment and Interdependency Analysis,SFw TSC,"Organisational Alignment and Interdependency Analysis: Skill in analysing inter-dependencies between departments and external environment, proposing alignments to organisational objectives and business strategies, and establishing frameworks to identify strategic change needs."
40cea1fd091bafe9547cd5ba2306eec0276882a41254c2bb5e8070e85438614f,AJAX,Apps and Tools,"AJAX is a web development technique used to create interactive web applications. It allows for asynchronous data transfer between the client and server, allowing for faster, more dynamic webpages. Ajax is a powerful tool for creating dynamic, user-friendly web experiences."
410195e7a88927e93093202e7db46db33a695df1f475a9b688cf9e087a2da115,SAS Programming,Apps and Tools,"SAS Programming is a powerful tool for data analysis and statistical modeling. It enables users to quickly and easily access, analyze, and visualize data from multiple sources. SAS Programming provides a comprehensive set of tools for data manipulation, predictive analytics, and reporting."
1641105849c656fbac31eafecb9ec6af5513b11942ef273ce8c4bb2c89b1b6e1,Project Integration,SFw TSC,Project Integration: Leading and managing complex projects across multiple modules to ensure successful delivery of objectives. Developing and integrating project management plans into programme plans to ensure smooth and synchronised outcomes. Directing internal work environments and project lifecycles to meet programme needs.
628c876bcd0f664ad40d43c3e74d5c9d9f215988698cbe86921d3f669266b746,Capital Expenditure and Investment Evaluation,SFw TSC,"Capital Expenditure and Investment Evaluation: Evaluate financial investments and projects to ensure alignment with strategies, affordability, and acceptable returns. Perform investment appraisal techniques and review appraisals to prioritize options and approve proposals."
410c7b15ca8216e2eba68ecade185f8e7a8cc4a85431e6275206a0b053376fda,sbt (Java Build Tool),Apps and Tools,"sbt is a Java build tool that helps developers automate the process of compiling, testing, and packaging code. It provides a simple, unified interface for managing dependencies and running tasks."
2bad79a2cc57762be73f6e2d471f542b01fbf37040a860adbbf8cbb9284f00b8,Support Service to Seniors,SFw TSC,"Support Service to Seniors: Provide support services to individuals and their families, ensuring safety and understanding their needs and interests. Identify and refer services to meet their needs, and guide care staff to provide support."
d23d80f87162cbb8ea78050438ee3067c2602548f2b8266966f4e776ff01232a,Hospitality Venue Inspection,SFw TSC,"Hospitality Venue Inspection: Conducting property site inspections to introduce features and facilities to clients, addressing their requirements and feedback, and closing sales."
4119d7b337175fb7bfd5dee26718e0708d1587e4cae6b6425c0f363c4f70f3ce,Nastran,Apps and Tools,"NASTRAN is a powerful finite element analysis (FEA) tool used to simulate and analyze the structural performance of a wide range of engineering components and systems. It is used to optimize designs, reduce costs, and improve product performance."
30a6c247c3582f214df86bb67ec00f5a7a5af96e3d0dd3e5f489d9a2862556a0,Financial Modelling,SFw TSC,"Financial Modelling: Develop financial models and analyze financial statements to arrive at a valuation conclusion. Review and evaluate financial models, forecasts, and analyses for consistency and reasonableness. Perform modelling on financial and valuation data to arrive at a conclusion."
416dd10cd83a822f62c47ff449687a7ea0c2366426f140bd0559c68b170560d5,Mplus,Apps and Tools,"Mplus is a statistical modeling software used to analyze complex data sets. It offers a wide range of features, including structural equation modeling, multilevel modeling, and longitudinal data analysis. It is easy to use and provides powerful tools for data analysis."
5906a84c132cc7605bf4a6337fd95d3c92f638427e0d32d6a975eb01d8d51c3d,Learning Support Session Planning and Implementation,SFw TSC,"Learning Support Session Planning and Implementation: Design and implement tailored learning plans to meet the developmental and learning needs of children. Monitor and evaluate the effectiveness of these plans, and adjust as needed."
fda761aaf130960a2b86eaaf97f726f50f44e22c8f596aef52dfc1f524745188,Inclement Weather Operations and Planning,SFw TSC,"Inclement Weather Operations and Planning: Skill in managing operations and stakeholders during inclement weather conditions, including assessing impact, devising strategies, executing response plans, developing action plans, and adhering to safety procedures."
41a7cc4e5af9dd5ea051e28c35c8de81851f197d93a04cba8fcd601ad7c70a39,Strata Enterprise,Apps and Tools,"Strata Enterprise is an app tool designed to help businesses streamline their operations and maximize efficiency. It provides powerful analytics, automated workflows, and real-time insights to help organizations make better decisions and optimize their processes."
41abb1e15fad2f32937c7571b9831efaada836543fbbf947beb0235b1153ae7d,AWS Cloudfront,Apps and Tools,"AWS CloudFront is a content delivery network (CDN) that securely delivers data, videos, applications, and APIs to customers globally with low latency, high transfer speeds, and no commitments. It integrates with other Amazon Web Services products to give developers and businesses an easy way to accelerate content to end users."
41e31280f80e94a478fbf2590dd425fab2c4b2b1f0a91dd7fe3236476ac4cce8,COMSOL Multiphysics,Apps and Tools,Comsol Multiphysics is a powerful simulation software that enables engineers and scientists to model and analyze physical phenomena. It combines a wide range of physics-based modules to help users create accurate simulations for a variety of applications.
82c7ec6b5b747438e506462d651c4adc79f1b03d7d0c61bea017948c10d4eb17,Security Threat Research,SFw TSC,"Security Threat Research: Conduct research and analysis to identify security threats, present findings to stakeholders, and develop strategies to mitigate risks. Evaluate and develop in-depth analysis on security threats and relevant contributing factors."
e5fd9a438eb99bdc34959a8693d982b4fdd9f0103b47dd7986fa1bc81fbe7931,Product Improvement,SFw TSC,Product Improvement: Analyse technical data and identify areas for improvement. Develop strategies to optimize product performance and support business growth.
148951af875c3ec1ec4aa9d75a52d4ba2f17e1d0a1299f61d1d675cc145bfbf3,Service Challenges,SFw TSC,"Service Challenges: Develop strategies to manage customer feedback and service challenges, evaluate the impact of service recovery procedures, and build customer loyalty and confidence. Create frameworks to enhance customer relationships and loyalty."
537edc35b2ea4dbc0b73bc106ccfaad2c7e2caffc5ebd27b7316d54d509632dd,Trends Evaluation and Application,SFw TSC,"Trends Evaluation and Application: Stay informed of current developments and trends, and use expertise to analyze their impact on social service delivery. Interpret research findings, identify emerging trends, and evaluate their implications. Apply research findings and trends to social service delivery."
dec401e15ad334919eee110cb715d0ebcfd36a5cda9c383ada7dd57ea53e7895,Trainer and Assessor Development Management,SFw TSC,"Trainer and Assessor Development Management: Develop and evaluate plans to ensure high quality of workplace learning and assessment programmes. Facilitate the development and implementation of these plans through training, coaching and assessment."
6b8182d526c64d65f0ccad3e483b7fdc9d9ea212f72d8b766d847e44d2d1e642,Manage Work At Height,SFw TSC,"Manage Work At Height: This skill involves the ability to plan, supervise, assess, and manage work that is conducted at a height. Learners will gain the knowledge and skills necessary to safely and effectively complete tasks in elevated environments."
4211fc1fa1a43b11e9f41a357988eea7b35e1a898bb18c4f98ad9b78312a7a54,Capture One (Software),Apps and Tools,"Capture One is a professional image editing software that provides powerful tools for RAW image processing, image editing, color grading, and asset management. It offers a wide range of creative tools and features to help photographers bring out the best in their images."
42174c8dcf14c006ae5a22a50debe9787fc6e005fcc16eef50595a6e68e3655f,Apache IBatis,Apps and Tools,"Apache iBatis is an open source data mapping framework that simplifies the data access layer of an application. It provides a simple and efficient way to map Java objects to SQL statements and execute them in the database. It also supports stored procedures, advanced mappings, and caching."
422250f98a6081a5f85b62cf7f4cf885763a7fd1d720ca1f527744c37622c9d5,Filmora (Wondershare),Apps and Tools,"Filmora (wondershare) is a powerful video editing tool that allows users to create stunning videos with ease. It offers a wide range of features, including transitions, effects, and audio tools, to help users create professional-looking videos."
424e9661130eeeb05edccfd89125d903eafd4e9f9cdf6d0b88fff6b51df92a69,Jenkins,Apps and Tools,"Jenkins is an open-source automation server that helps developers automate tasks such as building, testing, and deploying software. It is a powerful tool for continuous integration and continuous delivery, allowing developers to quickly and easily create and manage their software projects."
9687eee92cb4389db1c2d8a7afee252ebd7ca0610050ce075f32474328b79942,Care Assistance,SFw TSC,"Care Assistance: Provide care, assistance and training to individuals in their daily activities. Follow organisational policies and procedures to provide care and assistance according to individual care plans. Supervise staff in providing care and assistance. Provide active support and assistance to clients in their daily activities."
efc03ca3295c1e4349c43d78f5ccef21e505149a2bc30c73917763b4ec0f64d7,Business Change Assessment,SFw TSC,"Business Change Assessment: Ability to analyse and evaluate the impact of changes in the business environment, identify relevant industry developments, and lead through changes to ensure the organisation is prepared for disruptions."
4276f07f0b8eaeeb0323ee8709aa7291417108404e9ec55a613cfb5bb3b14456,Google Cloud Deployment Manager,Apps and Tools,"Google Cloud Deployment Manager is a tool that helps you automate the deployment of your applications and resources on Google Cloud Platform. It simplifies the process of creating and managing your cloud resources, allowing you to quickly deploy and manage your applications."
4279ffe8d94a3bf142a7b4113d678037c0700e5a1c70a2eb9a9a4375e3fd2232,Apache Sqoop,Apps and Tools,"Apache Sqoop is an open-source tool designed to transfer data between Hadoop and relational databases. It is used to import and export data from HDFS to relational databases such as Oracle, MySQL, and PostgreSQL. Sqoop can also be used to transform data during the import/export process."
6ea424da73758e88d503a08dba3ff002be7bc4066dce5cb6d22bb7c1a7cabd25,Food and Beverage Production Management,SFw TSC,"Food and Beverage Production Management: Manage operations and production levels in a high-volume environment, ensuring adherence to production schedules and processes. Monitor and improve production processes to meet output targets, while driving all aspects of food production and productivity."
2e8b223b3bb1ace92680883fc6bab9a043243b216db66077691e445813cd5ee0,Psychological Intervention,SFw TSC,"Psychological Intervention: Deliver evidence-based psychological interventions in multiple settings, adapting them to the individual's needs and circumstances. Develop new interventions and manage the delivery and adaptation of existing ones, integrating multidisciplinary or transdisciplinary approaches and preventive measures."
75477590a995b4b196c9a8bb6f70fbe7d894e6e10cd18429074ec14bd1b597cc,Manufacturing Systems Operation and Control,SFw TSC,"Manufacturing Systems Operation and Control: Operate and maintain technical systems, verifying operations and calibrating systems to meet desired functions. Monitor and control system status, establishing guidelines for optimal system and process control."
,,SFw TSC,
42e8b21d7fcb601c5c07215ea14eabbd6da9bbf648519e73bd2293da56192f7c,Fusion 360,Apps and Tools,"Fusion 360 is a powerful 3D CAD, CAM, and CAE tool for product development. It combines industrial and mechanical design, simulation, collaboration, and machining in a single package. It helps you quickly turn ideas into products."
430005175c4c7810996d3481f0dbc3ec01103d6abcc5beec5db4b3f1eae35047,MySQL,Apps and Tools,"MySQL is a powerful, open-source relational database management system. It is used to store, organize, and retrieve data from a database, and is a popular choice for web-based applications. It is fast, reliable, and secure."
23b7229ae61153e8563dcafa5452ce07a3542eebf4197969ad33919bb932a415,Skyrise Greenery Maintenance,SFw TSC,"Skyrise Greenery Maintenance: Planning and executing maintenance of large-scale vegetation, including the use of mechanisation and technology. Supervising maintenance and performing routine tasks to ensure the health and aesthetics of the vegetation."
c6da21fc3b84aae5337fff237ae060e82e06025cc754373bf0435d4cf014c4b8,Nutrition and Fluids Management in Nursing,SFw TSC,"Nutrition and Fluids Management in Nursing: Provide nutritional support to patients, including enteral and parenteral nutrition, fluids and electrolytes management, and assistance with oral feeding."
d9f4bdd61d5b818adb081e45f14d55e45bcab63c42e556e299654c076f5bd8df,Non-destructive Testing,SFw TSC,"Non-destructive Testing: Conduct non-destructive testing (NDT) to evaluate the quality and performance of electrical equipment and installations. Determine appropriate NDT methods and develop inspection specifications. Interpret and record test results, and prepare and set up components for testing."
5096f0dab42eb1a11a36ae3ae4a7c76fd436b6e33a8ee3068ae57c453cb988c8,Communication Auxiliary Systems Maintenance,SFw TSC,"Communication Auxiliary Systems Maintenance: Skill in diagnosing and troubleshooting faults in communication systems, and performing preventive and corrective maintenance activities to ensure optimal performance. Ability to review maintenance plans and recommend rectification methods to prevent recurrence of faults."
435007e20fb1e1239936a29cfdad7fb95284d933c6be0df43e612fcbb030e840,Oracle VM VirtualBox,Apps and Tools,"Oracle VM VirtualBox is a powerful virtualization tool that allows users to run multiple operating systems on a single computer. It provides a secure and isolated environment for virtual machines, enabling users to run multiple applications and operating systems simultaneously."
1bb7d7b9e212ae140beb33f60f89d4d038375b32aebc59ee0acf4aadacafd331,Bus Electrical and Electronic Systems Maintenance,SFw TSC,"Bus Electrical and Electronic Systems Maintenance: Skill in troubleshooting, diagnosing, and maintaining electrical and electronic systems. Ability to identify and rectify faults, as well as carry out preventive maintenance and serviceability checks."
127d2a12047bd4d4049da2ba8c0bc2fbd7e793bbff9bfa0200df498bc43b9711,Regulatory and Legal Advisory,SFw TSC,"Regulatory and Legal Advisory: Provide legal and regulatory advice to business stakeholders to support decision making. Interpret and explain laws and regulations, identify best practices, and engage with regulatory or legal bodies. Research and gather data to identify relevant laws, regulations, and practices."
2b2e9dd29743124b7b40fcd8d526dc92f61dc7cc6497be7875d9fa8e2c917316,Cargo Handling and Stowage,SFw TSC,"Cargo Handling and Stowage: Managing cargo operations, including loading, stowage, securing, and unloading, while ensuring its care and safety throughout the voyage. Developing strategies to improve operations, monitoring cargo activities, and reporting any defects or damage."
43ee89ef4add7c3dbc4f4a24a76fe379c62d7e4fceab38a6088d55ba42f68bca,Archival Research,Apps and Tools,Archival research involves the investigation and analysis of historical records and documents to gather information and insights for academic or professional purposes.
5b66f1eb2e042c57a1d1dacc6018f9250205c1a8a5d66117de57c4b7eb76bf23,Imagination and Exploration,SFw TSC,Imagination and Exploration: Develop creative imagination techniques to envision better outcomes and develop possible solutions. Challenge assumptions and develop varied iterations of solutions. Nurture stakeholders' creative capabilities and embed reflection time into work processes.
b0d341a64d43e720dec0040ff374c4914fa9f937e3c6aaae9c2bad65b3f02b61,Marine Design Customisation,SFw TSC,"Marine Design Customisation: Developing custom solutions to meet unique customer requirements, including evaluating modified design processes and analysing customised design briefs against existing products."
a05a80242741772211645fc806793c14724aa17f2a6e41dfeb1fc6afb5075efb,Group Dynamics Facilitation,SFw TSC,Group Dynamics Facilitation: Facilitating group dynamics and interactions to promote learning and development. Analyzing group profiles to create strategies for successful collaboration and cooperation.
0ebf85a16618139016dc1832c6195ce5de4aa18cc8a1621b5e9aea05ada4f475,Selection Management,SFw TSC,"Selection Management: Develop and implement selection strategies to recruit suitable candidates. Administer selection processes, develop plans, and implement plans."
786a4cacdd22c965ffb14414d42409a93b0d94637c9efc9c4aa8b2529080c23b,Pharmacy Information Technology Management,SFw TSC,Pharmacy Information Technology Management: Manage and optimize IT systems and workflows to ensure efficient operations. Monitor performance and review IT systems and processes to identify areas for improvement.
856ff29d31f86d7a7acccf6718f0cf89a0d8cae7b248d625460cef4a641dafc9,Hydraulic Systems Management,SFw TSC,"Hydraulic Systems Management: Design, repair, and operate hydraulic systems in a variety of settings. Perform maintenance and repairs, design and test systems, and operate systems to ensure optimal performance."
446f35ff434b76466ca59bcc65ed5ae20c569a58b289ea50f678814010f50b21,Amazon Redshift,Apps and Tools,"Amazon Redshift is a fast, fully managed, petabyte-scale data warehouse service that makes it simple and cost-effective to analyze all your data using standard SQL and your existing business intelligence tools."
4473f940a22dbafa58aa0c2b238c1f141024f505b7f64d53a00f785803bd51a2,SESAM FEM,Apps and Tools,"SESAM FEM is an app tool that helps women take control of their finances. It provides personalized budgeting advice, financial education, and access to financial products to help women reach their financial goals."
4479ff325b96e9e78b40e0195da6d01715355ddc2d170d7a64d36daceeeddc4d,AppleScript,Apps and Tools,"Applescript is a scripting language used to automate tasks on Mac computers. It enables users to create complex workflows and automate repetitive tasks, allowing them to save time and increase productivity."
b7b8313d6b18861c0b546c3c228d3e82022d5e5706c45fb288c73e951637128b,Due Professional Care,SFw TSC,Due Professional Care: Exercise sound judgement and demonstrate a high level of professional competency in the performance of internal audit duties. Ensure compliance with applicable standards and regulations.
336064315ee478faaf219668ed969fc2094fdf7fcda582827425fdb40632d525,Air Conditioning and Mechanical Ventilation System Design,SFw TSC,Air Conditioning and Mechanical Ventilation System Design: Design and review energy efficient and cost-effective systems for air conditioning and mechanical ventilation. Endorse designs that meet energy efficiency and cost-effectiveness standards. Support the design process to ensure optimal results.
44c1ca33495ec83d707f7bccb0b82ce51dd77a95efc8871ba9daeca97a778d75,AMPL,Apps and Tools,"AMPL (A Mathematical Programming Language) is a high-level algebraic modeling language used for formulating and solving mathematical optimization problems, particularly in the field of operations research."
35b3dcd74bb001f90c2195d3077a4614d51b3591c6352cba5d431763105a604a,Audio Programming,SFw TSC,"Audio Programming: Design and develop audio programs for interactive electronic games, including sound effects, asset pipelines, and code to support implementation. Define technical goals and identify technologies for game audio programming, and design algorithms for sound effects. Lead the development of programs to implement game audio."
